uniprot_id,ncbi_id,protein_name
Q9UDR5,10157,"Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]"
Q9UDT6,7461,CAP-Gly domain-containing linker protein 2 (Cytoplasmic linker protein 115) (CLIP-115) (Cytoplasmic linker protein 2) (Williams-Beuren syndrome chromosomal region 3 protein) (Williams-Beuren syndrome chromosomal region 4 protein)
Q9UDV6,7988,Zinc finger protein 212 (Zinc finger protein C2H2-150)
Q9UDW1,29796,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)
Q9UDW3,55954,Zinc finger matrin-type protein 5 (U11/U12 small nuclear ribonucleoprotein 20 kDa protein) (U11/U12 snRNP 20 kDa protein) (U11/U12-20K)
Q9UDX3,284904,SEC14-like protein 4 (Tocopherol-associated protein 3)
Q9UDY2,9414,Tight junction protein ZO-2 (Tight junction protein 2) (Zona occludens protein 2) (Zonula occludens protein 2)
Q9UDY4,11080,DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)
Q9UDY6,10107,Tripartite motif-containing protein 10 (B30-RING finger protein) (RING finger protein 9)
Q9UDY8,10892,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)
Q9UEE5,9263,Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1)
Q9UEF7,9365,Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide]
Q9UEG4,23361,Zinc finger protein 629 (Zinc finger protein 65)
Q9UER7,1616,Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein)
Q9UET6,24140,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)
Q9UEU0,10490,Vesicle transport through interaction with t-SNAREs homolog 1B (Vesicle transport v-SNARE protein Vti1-like 1) (Vti1-rp1)
Q9UEW3,8685,Macrophage receptor MARCO (Macrophage receptor with collagenous structure) (Scavenger receptor class A member 2)
Q9UEW8,27347,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39)
Q9UEY8,120,Gamma-adducin (Adducin-like protein 70)
Q9UF11,58473,Pleckstrin homology domain-containing family B member 1 (PH domain-containing family B member 1) (Evectin-1) (PH domain-containing protein in retina 1) (PHRET1) (Pleckstrin homology domain retinal protein 1)
Q9UF33,285220,Ephrin type-A receptor 6 (EC 2.7.10.1) (EPH homology kinase 2) (EHK-2) (EPH-like kinase 12) (EK12)
Q9UF56,64839,F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)
Q9UFB7,92999,Zinc finger and BTB domain-containing protein 47 (Zinc finger protein 651)
Q9UFC0,222229,Leucine-rich repeat and WD repeat-containing protein 1 (Centromere protein 33) (CENP-33) (Origin recognition complex-associated protein) (ORC-associated protein) (ORCA)
Q9UFD9,85376,RIMS-binding protein 3A (RIM-BP3.A) (RIMS-binding protein 3.1) (RIM-BP3.1)
Q9UFE4,339829,Coiled-coil domain-containing protein 39
Q9UFF9,9337,CCR4-NOT transcription complex subunit 8 (EC 3.1.13.4) (CAF1-like protein) (CALIFp) (CAF2) (CCR4-associated factor 8) (Caf1b)
Q9UFG5,148223,UPF0449 protein C19orf25
Q9UFH2,8632,Dynein axonemal heavy chain 17 (Axonemal beta dynein heavy chain 17) (Axonemal dynein heavy chain-like protein 1) (Ciliary dynein heavy chain 17) (Ciliary dynein heavy chain-like protein 1) (Dynein axonemal light chain 2)
Q9UFP1,729085,Golgi-associated kinase 1A (Protein FAM198A)
Q9UFW8,8545,CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein)
Q9UG01,26160,Intraflagellar transport protein 172 homolog
Q9UG22,26157,GTPase IMAP family member 2 (Immunity-associated protein 2) (hIMAP2)
Q9UG56,23761,"Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]"
Q9UGC6,26575,Regulator of G-protein signaling 17 (RGS17)
Q9UGC7,54516,"Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like) (mtRF1a)"
Q9UGH3,9962,Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2)
Q9UGI0,54764,Ubiquitin thioesterase ZRANB1 (EC 3.4.19.12) (TRAF-binding domain-containing protein) (hTrabid) (Zinc finger Ran-binding domain-containing protein 1)
Q9UGI6,3782,Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)
Q9UGI8,26136,Testin (TESS)
Q9UGI9,53632,5'-AMP-activated protein kinase subunit gamma-3 (AMPK gamma3) (AMPK subunit gamma-3)
Q9UGJ0,51422,5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2) (H91620p)
Q9UGJ1,27229,Gamma-tubulin complex component 4 (GCP-4) (hGCP4) (Gamma-ring complex protein 76 kDa) (h76p) (hGrip76)
Q9UGK3,55620,Signal-transducing adaptor protein 2 (STAP-2) (Breast tumor kinase substrate) (BRK substrate)
Q9UGK8,26297,Secretion-regulating guanine nucleotide exchange factor (Deafness locus-associated putative guanine nucleotide exchange factor) (DelGEF) (Guanine nucleotide exchange factor-related protein)
Q9UGL1,10765,Lysine-specific demethylase 5B (EC 1.14.11.67) (Cancer/testis antigen 31) (CT31) (Histone demethylase JARID1B) (Jumonji/ARID domain-containing protein 1B) (PLU-1) (Retinoblastoma-binding protein 2 homolog 1) (RBP2-H1) ([histone H3]-trimethyl-L-lysine(4) demethylase 5B)
Q9UGL9,54544,Cysteine-rich C-terminal protein 1 (Protein NICE-1)
Q9UGM1,55584,Neuronal acetylcholine receptor subunit alpha-9 (Nicotinic acetylcholine receptor subunit alpha-9) (NACHR alpha-9)
Q9UGM3,1755,Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)
Q9UGM5,26998,Fetuin-B (16G2) (Fetuin-like protein IRL685) (Gugu)
Q9UGM6,10352,"Tryptophan--tRNA ligase, mitochondrial (EC 6.1.1.2) ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase) (TrpRS)"
Q9UGN4,11314,CMRF35-like molecule 8 (CLM-8) (CD300 antigen-like family member A) (CMRF-35-H9) (CMRF35-H9) (CMRF35-H) (IRC1/IRC2) (Immunoglobulin superfamily member 12) (IgSF12) (Inhibitory receptor protein 60) (IRp60) (NK inhibitory receptor) (CD antigen CD300a)
Q9UGN5,10038,Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)
Q9UGP4,8994,LIM domain-containing protein 1
Q9UGP5,27343,DNA polymerase lambda (Pol Lambda) (EC 2.7.7.7) (EC 4.2.99.-) (DNA polymerase beta-2) (Pol beta2) (DNA polymerase kappa)
Q9UGP8,11231,Translocation protein SEC63 homolog
Q9UGQ3,11182,"Solute carrier family 2, facilitated glucose transporter member 6 (Glucose transporter type 6) (GLUT-6)"
Q9UGR2,23264,Zinc finger CCCH domain-containing protein 7B (Rotavirus 'X'-associated non-structural protein) (RoXaN)
Q9UGT4,56241,Sushi domain-containing protein 2
Q9UGU0,6942,Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Protein AR1) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein)
Q9UGU5,10042,HMG domain-containing protein 4 (HMG box-containing protein 4) (High mobility group protein 2-like 1) (Protein HMGBCG)
Q9UGY1,79159,Nucleolar protein 12
Q9UH03,55964,Neuronal-specific septin-3
Q9UH17,9582,DNA dC->dU-editing enzyme APOBEC-3B (A3B) (EC 3.5.4.38) (Phorbolin-1-related protein) (Phorbolin-2/3)
Q9UH65,23075,Switch-associated protein 70 (SWAP-70)
Q9UH73,1879,Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor)
Q9UH77,26249,Kelch-like protein 3
Q9UH92,6945,Max-like protein X (Class D basic helix-loop-helix protein 13) (bHLHd13) (Max-like bHLHZip protein) (Protein BigMax) (Transcription factor-like protein 4)
Q9UH99,25777,SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2)
Q9UHA4,8649,Ragulator complex protein LAMTOR3 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 3) (MEK-binding partner 1) (Mp1) (Mitogen-activated protein kinase kinase 1-interacting protein 1) (Mitogen-activated protein kinase scaffold protein 1)
Q9UHA7,27179,Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6)
Q9UHB4,27158,NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase) (Novel reductase 1)
Q9UHB6,51474,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm)
Q9UHB7,27125,AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)
Q9UHB9,6730,Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)
Q9UHC1,27030,DNA mismatch repair protein Mlh3 (MutL protein homolog 3)
Q9UHC3,9311,Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)
Q9UHC6,26047,Contactin-associated protein-like 2 (Cell recognition molecule Caspr2)
Q9UHC7,23608,E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)
Q9UHC9,29881,NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1)
Q9UHD0,29949,Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1)
Q9UHD1,26973,Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (CHP-1) (Protein morgana)
Q9UHD2,29110,Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)
Q9UHD4,27141,Lipid transferase CIDEB (Cell death activator CIDE-B) (Cell death-inducing DFFA-like effector B)
Q9UHD8,10801,Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)
Q9UHD9,29978,Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)
Q9UHE5,9027,N-acetyltransferase 8 (EC 2.3.1.-) (Acetyltransferase 2) (ATase2) (Camello-like protein 1) (Cysteinyl-conjugate N-acetyltransferase) (CCNAT) (EC 2.3.1.80)
Q9UHE8,26872,STEAP1 protein (Six-transmembrane epithelial antigen of prostate 1)
Q9UHF0,6866,Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]
Q9UHF1,51162,Epidermal growth factor-like protein 7 (EGF-like protein 7) (Multiple epidermal growth factor-like domains protein 7) (Multiple EGF-like domains protein 7) (NOTCH4-like protein) (Vascular endothelial statin) (VE-statin) (Zneu1)
Q9UHF4,53832,Interleukin-20 receptor subunit alpha (IL-20 receptor subunit alpha) (IL-20R-alpha) (IL-20RA) (Cytokine receptor class-II member 8) (Cytokine receptor family 2 member 8) (CRF2-8) (IL-20R1) (ZcytoR7)
Q9UHF7,7227,Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79)
Q9UHG0,51473,Doublecortin domain-containing protein 2 (Protein RU2S)
Q9UHG2,27344,ProSAAS (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS) (N-proSAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))]
Q9UHG3,51449,Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)
Q9UHH9,51447,Inositol hexakisphosphate kinase 2 (InsP6 kinase 2) (InsP6K2) (EC 2.7.4.-) (P(i)-uptake stimulator) (PiUS)
Q9UHI5,23428,Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (hLAT2) (Solute carrier family 7 member 8)
Q9UHI6,11218,Probable ATP-dependent RNA helicase DDX20 (EC 3.6.1.15) (EC 3.6.4.13) (Component of gems 3) (DEAD box protein 20) (DEAD box protein DP 103) (Gemin-3)
Q9UHI7,9963,Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (hSVCT1) (Yolk sac permease-like molecule 3)
Q9UHI8,9510,A disintegrin and metalloproteinase with thrombospondin motifs 1 (ADAM-TS 1) (ADAM-TS1) (ADAMTS-1) (EC 3.4.24.-) (METH-1)
Q9UHJ3,51460,Scm-like with four MBT domains protein 1 (hSFMBT) (Renal ubiquitous protein 1)
Q9UHJ6,23729,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein)
Q9UHJ9,27315,Post-GPI attachment to proteins factor 2 (FGF receptor-activating protein 1)
Q9UHK0,26747,FMR1-interacting protein NUFIP1 (Nuclear FMR1-interacting protein 1) (Nuclear FMRP-interacting protein 1)
Q9UHK6,23600,Alpha-methylacyl-CoA racemase (EC 5.1.99.4) (2-methylacyl-CoA racemase)
Q9UHL0,29118,ATP-dependent RNA helicase DDX25 (EC 3.6.4.13) (DEAD box protein 25) (Gonadotropin-regulated testicular RNA helicase)
Q9UHL4,29952,Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)
Q9UHL9,9569,General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (General transcription factor III) (MusTRD1/BEN) (Muscle TFII-I repeat domain-containing protein 1) (Slow-muscle-fiber enhancer-binding protein) (USE B1-binding protein) (Williams-Beuren syndrome chromosomal region 11 protein) (Williams-Beuren syndrome chromosomal region 12 protein)
Q9UHM6,94233,Melanopsin (Opsin-4)
Q9UHN1,11232,"DNA polymerase subunit gamma-2, mitochondrial (DNA polymerase gamma accessory 55 kDa subunit) (p55) (Mitochondrial DNA polymerase accessory subunit) (MtPolB) (PolG-beta)"
Q9UHN6,23670,Inactive cell surface hyaluronidase CEMIP2 (Cell migration-inducing hyaluronidase 2) (Transmembrane protein 2)
Q9UHP3,29761,Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25)
Q9UHP6,27156,Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)
Q9UHP7,29121,C-type lectin domain family 2 member D (Lectin-like NK cell receptor) (Lectin-like transcript 1) (LLT-1) (Osteoclast inhibitory lectin)
Q9UHQ1,26502,Nuclear prelamin A recognition factor (Iron-only hydrogenase-like protein 2) (IOP2)
Q9UHQ9,51706,NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2)
Q9UHR4,55971,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 (BAI1-associated protein 2-like protein 1) (Insulin receptor tyrosine kinase substrate)
Q9UHR5,29115,SAP30-binding protein (Transcriptional regulator protein HCNGP)
Q9UHV2,29950,SERTA domain-containing protein 1 (CDK4-binding protein p34SEI1) (SEI-1) (p34(SEI-1)) (Transcriptional regulator interacting with the PHD-bromodomain 1) (TRIP-Br1)
Q9UHV7,9969,Mediator of RNA polymerase II transcription subunit 13 (Activator-recruited cofactor 250 kDa component) (ARC250) (Mediator complex subunit 13) (Thyroid hormone receptor-associated protein 1) (Thyroid hormone receptor-associated protein complex 240 kDa component) (Trap240) (Vitamin D3 receptor-interacting protein complex component DRIP250) (DRIP250)
Q9UHV8,29124,Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13)
Q9UHV9,5202,Prefoldin subunit 2
Q9UHW9,9990,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)
Q9UHX1,22827,Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)
Q9UHX3,30817,Adhesion G protein-coupled receptor E2 (EGF-like module receptor 2) (EGF-like module-containing mucin-like hormone receptor-like 2) (CD antigen CD312)
Q9UHY1,29959,Nuclear receptor-binding protein
Q9UHY7,58478,"Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)"
Q9UHY8,9637,Fasciculation and elongation protein zeta-2 (Zygin II) (Zygin-2)
Q9UI08,51466,Ena/VASP-like protein (Ena/vasodilator-stimulated phosphoprotein-like)
Q9UI09,55967,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (13 kDa differentiation-associated protein) (Complex I-B17.2) (CI-B17.2) (CIB17.2) (NADH-ubiquinone oxidoreductase subunit B17.2)
Q9UI10,8890,Translation initiation factor eIF-2B subunit delta (eIF-2B GDP-GTP exchange factor subunit delta)
Q9UI12,51606,V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)
Q9UI14,10567,Prenylated Rab acceptor protein 1 (PRA1 family protein 1)
Q9UI17,29958,"Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)"
Q9UI26,51194,Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)
Q9UI30,51504,Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)
Q9UI32,27165,"Glutaminase liver isoform, mitochondrial (GLS) (EC 3.5.1.2) (L-glutaminase) (L-glutamine amidohydrolase)"
Q9UI33,11280,Sodium channel protein type 11 subunit alpha (Peripheral nerve sodium channel 5) (PN5) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9) (hNaN)
Q9UI36,1602,Dachshund homolog 1 (Dach1)
Q9UI38,29122,Probable threonine protease PRSS50 (EC 3.4.25.-) (Cancer/testis antigen 20) (Serine protease 50) (Testis-specific protease-like protein 50)
Q9UI42,51200,Carboxypeptidase A4 (EC 3.4.17.-) (Carboxypeptidase A3)
Q9UI43,29960,"rRNA methyltransferase 2, mitochondrial (EC 2.1.1.-) (16S rRNA (uridine(1369)-2'-O)-methyltransferase) (16S rRNA [Um1369] 2'-O-methyltransferase) (Protein ftsJ homolog 2)"
Q9UI46,27019,Dynein axonemal intermediate chain 1 (Axonemal dynein intermediate chain 1)
Q9UI47,29119,Catenin alpha-3 (Alpha T-catenin) (Cadherin-associated protein)
Q9UI95,10459,Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7)
Q9UIA0,27128,"Cytohesin-4 (PH, SEC7 and coiled-coil domain-containing protein 4)"
Q9UIA9,23039,Exportin-7 (Exp7) (Ran-binding protein 16)
Q9UIB8,8832,SLAM family member 5 (Cell surface antigen MAX.3) (Hly9-beta) (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84)
Q9UIC8,51451,Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein-leucine O-methyltransferase) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)
Q9UID3,738,Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog)
Q9UID6,51193,Zinc finger protein 639 (Zinc finger protein ANC_2H01) (Zinc finger protein ZASC1)
Q9UIE0,7773,Zinc finger protein 230 (Zinc finger protein FDZF2)
Q9UIF7,4595,Adenine DNA glycosylase (EC 3.2.2.31) (MutY homolog) (hMYH)
Q9UIF8,29994,Bromodomain adjacent to zinc finger domain protein 2B (hWALp4)
Q9UIF9,11176,Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5) (hWALp3)
Q9UIG0,9031,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2)
